model,size,test,ratio,Category,Class,Support,Support %,Prediction,Prediction %,Mean Score,Med Score,âˆ† Score,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
llama2,7B,typo,0.25,toxic,Yes,507,0.17915194346289753,357,0.12614840989399292,0.42416961130742054,0.5,0.09943462897526503,0.5,0.36,0.42,0.82,0.79,"[[2146  327]
 [ 177  180]]"
llama2,7B,typo,0.25,toxic,No,2323,0.8208480565371025,2473,0.8738515901060071,0.42416961130742054,0.5,0.09943462897526503,0.87,0.92,0.89,0.82,0.79,"[[2146  327]
 [ 177  180]]"
llama2,7B,typo,0.5,hateful,Yes,553,0.19540636042402826,0,0.0,0.3343462897526502,0.2,0.10356890459363959,0.0,0.0,0.0,0.8,0.67,"[[2277  553]
 [   0    0]]"
llama2,7B,typo,0.5,hateful,No,2277,0.8045936395759717,2830,1.0,0.3343462897526502,0.2,0.10356890459363959,0.8,1.0,0.89,0.8,0.67,"[[2277  553]
 [   0    0]]"
llama2,7B,typo,0.5,offensive,Yes,878,0.3102473498233215,1524,0.5385159010600706,0.37805653710247356,0.5,0.10222614840989398,0.46,0.81,0.59,0.65,0.71,"[[1136  170]
 [ 816  708]]"
llama2,7B,typo,0.5,offensive,No,1952,0.6897526501766784,1306,0.4614840989399293,0.37805653710247356,0.5,0.10222614840989398,0.87,0.58,0.7,0.65,0.71,"[[1136  170]
 [ 816  708]]"
llama2,7B,typo,0.5,toxic,Yes,507,0.17915194346289753,399,0.14098939929328622,0.44438162544169607,0.5,0.13208480565371022,0.46,0.36,0.41,0.81,0.76,"[[2109  322]
 [ 214  185]]"
llama2,7B,typo,0.5,toxic,No,2323,0.8208480565371025,2431,0.8590106007067138,0.44438162544169607,0.5,0.13208480565371022,0.87,0.91,0.89,0.81,0.76,"[[2109  322]
 [ 214  185]]"
llama2,7B,visual,0.125,hateful,Yes,553,0.19540636042402826,0,0.0,0.3132508833922262,0.2,0.06876325088339223,0.0,0.0,0.0,0.8,0.69,"[[2277  553]
 [   0    0]]"
llama2,7B,visual,0.125,hateful,No,2277,0.8045936395759717,2830,1.0,0.3132508833922262,0.2,0.06876325088339223,0.8,1.0,0.89,0.8,0.69,"[[2277  553]
 [   0    0]]"
llama2,7B,visual,0.125,offensive,Yes,878,0.3102473498233215,1258,0.44452296819787984,0.3470318021201414,0.2,0.06724381625441696,0.55,0.79,0.65,0.73,0.76,"[[1385  187]
 [ 567  691]]"
llama2,7B,visual,0.125,offensive,No,1952,0.6897526501766784,1572,0.5554770318021202,0.3470318021201414,0.2,0.06724381625441696,0.88,0.71,0.79,0.73,0.76,"[[1385  187]
 [ 567  691]]"
llama2,7B,visual,0.125,toxic,Yes,507,0.17915194346289753,291,0.10282685512367491,0.4120141342756184,0.5,0.08664310954063603,0.59,0.34,0.43,0.84,0.8,"[[2203  336]
 [ 120  171]]"
llama2,7B,visual,0.125,toxic,No,2323,0.8208480565371025,2539,0.897173144876325,0.4120141342756184,0.5,0.08664310954063603,0.87,0.95,0.91,0.84,0.8,"[[2203  336]
 [ 120  171]]"
llama2,7B,visual,0.25,hateful,Yes,553,0.19540636042402826,0,0.0,0.31625441696113077,0.2,0.07883392226148411,0.0,0.0,0.0,0.8,0.68,"[[2277  553]
 [   0    0]]"
llama2,7B,visual,0.25,hateful,No,2277,0.8045936395759717,2830,1.0,0.31625441696113077,0.2,0.07883392226148411,0.8,1.0,0.89,0.8,0.68,"[[2277  553]
 [   0    0]]"
llama2,7B,visual,0.25,offensive,Yes,878,0.3102473498233215,1335,0.4717314487632509,0.3548056537102474,0.2,0.07826855123674911,0.53,0.8,0.64,0.71,0.75,"[[1320  175]
 [ 632  703]]"
llama2,7B,visual,0.25,offensive,No,1952,0.6897526501766784,1495,0.5282685512367491,0.3548056537102474,0.2,0.07826855123674911,0.88,0.68,0.77,0.71,0.75,"[[1320  175]
 [ 632  703]]"
llama2,7B,visual,0.25,toxic,Yes,507,0.17915194346289753,291,0.10282685512367491,0.4218021201413428,0.5,0.10420494699646643,0.52,0.3,0.38,0.82,0.78,"[[2182  357]
 [ 141  150]]"
llama2,7B,visual,0.25,toxic,No,2323,0.8208480565371025,2539,0.897173144876325,0.4218021201413428,0.5,0.10420494699646643,0.86,0.94,0.9,0.82,0.78,"[[2182  357]
 [ 141  150]]"
llama2,7B,visual,0.5,hateful,Yes,553,0.19540636042402826,0,0.0,0.3234275618374559,0.2,0.09257950530035336,0.0,0.0,0.0,0.8,0.69,"[[2277  553]
 [   0    0]]"
llama2,7B,visual,0.5,hateful,No,2277,0.8045936395759717,2830,1.0,0.3234275618374559,0.2,0.09257950530035336,0.8,1.0,0.89,0.8,0.69,"[[2277  553]
 [   0    0]]"
llama2,7B,visual,0.5,offensive,Yes,878,0.3102473498233215,1378,0.48692579505300354,0.35929328621908135,0.2,0.096113074204947,0.51,0.8,0.62,0.7,0.74,"[[1274  178]
 [ 678  700]]"
llama2,7B,visual,0.5,offensive,No,1952,0.6897526501766784,1452,0.5130742049469965,0.35929328621908135,0.2,0.096113074204947,0.88,0.65,0.75,0.7,0.74,"[[1274  178]
 [ 678  700]]"
llama2,7B,visual,0.5,toxic,Yes,507,0.17915194346289753,273,0.09646643109540635,0.42279151943462895,0.5,0.12074204946996468,0.48,0.26,0.34,0.82,0.75,"[[2182  375]
 [ 141  132]]"
llama2,7B,visual,0.5,toxic,No,2323,0.8208480565371025,2557,0.9035335689045937,0.42279151943462895,0.5,0.12074204946996468,0.85,0.94,0.89,0.82,0.75,"[[2182  375]
 [ 141  132]]"
mistral,7B,clean,0.0,hateful,Yes,553,0.19540636042402826,133,0.0469964664310954,0.3615194346289753,0.3,,0.59,0.14,0.23,0.81,0.79,"[[2223  474]
 [  54   79]]"
mistral,7B,clean,0.0,hateful,No,2277,0.8045936395759717,2697,0.9530035335689045,0.3615194346289753,0.3,,0.82,0.98,0.89,0.81,0.79,"[[2223  474]
 [  54   79]]"
mistral,7B,clean,0.0,offensive,Yes,878,0.3102473498233215,709,0.25053003533568907,0.4441696113074205,0.4,,0.63,0.51,0.57,0.76,0.81,"[[1693  428]
 [ 259  450]]"
mistral,7B,clean,0.0,offensive,No,1952,0.6897526501766784,2121,0.7494699646643109,0.4441696113074205,0.4,,0.8,0.87,0.83,0.76,0.81,"[[1693  428]
 [ 259  450]]"
mistral,7B,clean,0.0,toxic,Yes,507,0.17915194346289753,1,0.00035335689045936394,0.5094346289752651,0.6,,1.0,0.0,0.0,0.82,0.81,"[[2323  506]
 [   0    1]]"
mistral,7B,clean,0.0,toxic,No,2323,0.8208480565371025,2829,0.9996466431095407,0.5094346289752651,0.6,,0.82,1.0,0.9,0.82,0.81,"[[2323  506]
 [   0    1]]"
mistral,7B,phonetic,0.125,hateful,Yes,553,0.19540636042402826,165,0.05830388692579505,0.4427208480565371,0.5,0.15286219081272084,0.53,0.16,0.24,0.81,0.75,"[[2199  466]
 [  78   87]]"
mistral,7B,phonetic,0.125,hateful,No,2277,0.8045936395759717,2665,0.941696113074205,0.4427208480565371,0.5,0.15286219081272084,0.83,0.97,0.89,0.81,0.75,"[[2199  466]
 [  78   87]]"
mistral,7B,phonetic,0.125,offensive,Yes,878,0.3102473498233215,958,0.3385159010600707,0.5403886925795054,0.7,0.16286219081272088,0.52,0.57,0.54,0.7,0.75,"[[1493  379]
 [ 459  499]]"
mistral,7B,phonetic,0.125,offensive,No,1952,0.6897526501766784,1872,0.6614840989399293,0.5403886925795054,0.7,0.16286219081272088,0.8,0.76,0.78,0.7,0.75,"[[1493  379]
 [ 459  499]]"
mistral,7B,phonetic,0.125,toxic,Yes,507,0.17915194346289753,0,0.0,0.5912367491166078,0.8,0.15558303886925798,0.0,0.0,0.0,0.82,0.76,"[[2323  507]
 [   0    0]]"
mistral,7B,phonetic,0.125,toxic,No,2323,0.8208480565371025,2830,1.0,0.5912367491166078,0.8,0.15558303886925798,0.82,1.0,0.9,0.82,0.76,"[[2323  507]
 [   0    0]]"
mistral,7B,phonetic,0.25,hateful,Yes,553,0.19540636042402826,205,0.07243816254416961,0.4804593639575972,0.6,0.18982332155477033,0.55,0.2,0.3,0.81,0.73,"[[2184  441]
 [  93  112]]"
mistral,7B,phonetic,0.25,hateful,No,2277,0.8045936395759717,2625,0.9275618374558304,0.4804593639575972,0.6,0.18982332155477033,0.83,0.96,0.89,0.81,0.73,"[[2184  441]
 [  93  112]]"
mistral,7B,phonetic,0.25,offensive,Yes,878,0.3102473498233215,1082,0.3823321554770318,0.5938515901060071,0.7,0.2086925795053004,0.49,0.6,0.54,0.68,0.72,"[[1395  353]
 [ 557  525]]"
mistral,7B,phonetic,0.25,offensive,No,1952,0.6897526501766784,1748,0.6176678445229682,0.5938515901060071,0.7,0.2086925795053004,0.8,0.71,0.75,0.68,0.72,"[[1395  353]
 [ 557  525]]"
mistral,7B,phonetic,0.25,toxic,Yes,507,0.17915194346289753,0,0.0,0.6360424028268551,0.8,0.19353356890459367,0.0,0.0,0.0,0.82,0.76,"[[2323  507]
 [   0    0]]"
mistral,7B,phonetic,0.25,toxic,No,2323,0.8208480565371025,2830,1.0,0.6360424028268551,0.8,0.19353356890459367,0.82,1.0,0.9,0.82,0.76,"[[2323  507]
 [   0    0]]"
mistral,7B,phonetic,0.5,hateful,Yes,553,0.19540636042402826,265,0.09363957597173145,0.5340989399293287,0.6,0.23208480565371023,0.5,0.24,0.32,0.8,0.71,"[[2144  421]
 [ 133  132]]"
mistral,7B,phonetic,0.5,hateful,No,2277,0.8045936395759717,2565,0.9063604240282686,0.5340989399293287,0.6,0.23208480565371023,0.84,0.94,0.89,0.8,0.71,"[[2144  421]
 [ 133  132]]"
mistral,7B,phonetic,0.5,offensive,Yes,878,0.3102473498233215,1330,0.46996466431095407,0.6578798586572439,0.7,0.2561837455830389,0.44,0.66,0.53,0.63,0.69,"[[1205  295]
 [ 747  583]]"
mistral,7B,phonetic,0.5,offensive,No,1952,0.6897526501766784,1500,0.5300353356890459,0.6578798586572439,0.7,0.2561837455830389,0.8,0.62,0.7,0.63,0.69,"[[1205  295]
 [ 747  583]]"
mistral,7B,phonetic,0.5,toxic,Yes,507,0.17915194346289753,1,0.00035335689045936394,0.7059363957597173,0.8,0.24618374558303888,1.0,0.0,0.0,0.82,0.71,"[[2323  506]
 [   0    1]]"
mistral,7B,phonetic,0.5,toxic,No,2323,0.8208480565371025,2829,0.9996466431095407,0.7059363957597173,0.8,0.24618374558303888,0.82,1.0,0.9,0.82,0.71,"[[2323  506]
 [   0    1]]"
mistral,7B,typo,0.125,hateful,Yes,553,0.19540636042402826,200,0.0706713780918728,0.4638869257950531,0.5,0.17296819787985865,0.52,0.19,0.28,0.81,0.75,"[[2182  448]
 [  95  105]]"
mistral,7B,typo,0.125,hateful,No,2277,0.8045936395759717,2630,0.9293286219081273,0.4638869257950531,0.5,0.17296819787985865,0.83,0.96,0.89,0.81,0.75,"[[2182  448]
 [  95  105]]"
mistral,7B,typo,0.125,offensive,Yes,878,0.3102473498233215,1146,0.4049469964664311,0.5840989399293286,0.7,0.20056537102473498,0.48,0.63,0.55,0.68,0.73,"[[1361  323]
 [ 591  555]]"
mistral,7B,typo,0.125,offensive,No,1952,0.6897526501766784,1684,0.5950530035335689,0.5840989399293286,0.7,0.20056537102473498,0.81,0.7,0.75,0.68,0.73,"[[1361  323]
 [ 591  555]]"
mistral,7B,typo,0.125,toxic,Yes,507,0.17915194346289753,4,0.0014134275618374558,0.6193286219081273,0.8,0.18098939929328622,0.0,0.0,0.0,0.82,0.75,"[[2319  507]
 [   4    0]]"
mistral,7B,typo,0.125,toxic,No,2323,0.8208480565371025,2826,0.9985865724381625,0.6193286219081273,0.8,0.18098939929328622,0.82,1.0,0.9,0.82,0.75,"[[2319  507]
 [   4    0]]"
mistral,7B,typo,0.25,hateful,Yes,553,0.19540636042402826,255,0.09010600706713781,0.49872791519434634,0.6,0.20957597173144876,0.5,0.23,0.32,0.8,0.73,"[[2150  425]
 [ 127  128]]"
mistral,7B,typo,0.25,hateful,No,2277,0.8045936395759717,2575,0.9098939929328622,0.49872791519434634,0.6,0.20957597173144876,0.83,0.94,0.89,0.8,0.73,"[[2150  425]
 [ 127  128]]"
mistral,7B,typo,0.25,offensive,Yes,878,0.3102473498233215,1403,0.49575971731448765,0.651060070671378,0.7,0.2571378091872792,0.44,0.7,0.54,0.63,0.68,"[[1160  267]
 [ 792  611]]"
mistral,7B,typo,0.25,offensive,No,1952,0.6897526501766784,1427,0.5042402826855124,0.651060070671378,0.7,0.2571378091872792,0.81,0.59,0.69,0.63,0.68,"[[1160  267]
 [ 792  611]]"
mistral,7B,typo,0.25,toxic,Yes,507,0.17915194346289753,3,0.0010600706713780918,0.6687985865724382,0.8,0.22388692579505307,0.33,0.0,0.0,0.82,0.72,"[[2321  506]
 [   2    1]]"
mistral,7B,typo,0.25,toxic,No,2323,0.8208480565371025,2827,0.9989399293286219,0.6687985865724382,0.8,0.22388692579505307,0.82,1.0,0.9,0.82,0.72,"[[2321  506]
 [   2    1]]"
mistral,7B,typo,0.5,hateful,Yes,553,0.19540636042402826,295,0.10424028268551237,0.5510600706713781,0.6,0.256113074204947,0.44,0.24,0.31,0.79,0.68,"[[2113  422]
 [ 164  131]]"
mistral,7B,typo,0.5,hateful,No,2277,0.8045936395759717,2535,0.8957597173144877,0.5510600706713781,0.6,0.256113074204947,0.83,0.93,0.88,0.79,0.68,"[[2113  422]
 [ 164  131]]"
mistral,7B,typo,0.5,offensive,Yes,878,0.3102473498233215,1685,0.5954063604240283,0.7106713780918729,0.8,0.3057950530035336,0.39,0.76,0.52,0.56,0.65,"[[ 930  215]
 [1022  663]]"
mistral,7B,typo,0.5,offensive,No,1952,0.6897526501766784,1145,0.4045936395759717,0.7106713780918729,0.8,0.3057950530035336,0.81,0.48,0.6,0.56,0.65,"[[ 930  215]
 [1022  663]]"
mistral,7B,typo,0.5,toxic,Yes,507,0.17915194346289753,7,0.0024734982332155478,0.7297526501766786,0.8,0.279469964664311,0.29,0.0,0.01,0.82,0.68,"[[2318  505]
 [   5    2]]"
mistral,7B,typo,0.5,toxic,No,2323,0.8208480565371025,2823,0.9975265017667845,0.7297526501766786,0.8,0.279469964664311,0.82,1.0,0.9,0.82,0.68,"[[2318  505]
 [   5    2]]"
mistral,7B,visual,0.125,hateful,Yes,553,0.19540636042402826,262,0.09257950530035336,0.4939929328621908,0.6,0.20151943462897526,0.5,0.24,0.32,0.8,0.74,"[[2145  423]
 [ 132  130]]"
mistral,7B,visual,0.125,hateful,No,2277,0.8045936395759717,2568,0.9074204946996467,0.4939929328621908,0.6,0.20151943462897526,0.84,0.94,0.89,0.8,0.74,"[[2145  423]
 [ 132  130]]"
mistral,7B,visual,0.125,offensive,Yes,878,0.3102473498233215,1355,0.4787985865724382,0.6549469964664311,0.7,0.2509187279151944,0.45,0.69,0.54,0.64,0.7,"[[1203  272]
 [ 749  606]]"
mistral,7B,visual,0.125,offensive,No,1952,0.6897526501766784,1475,0.5212014134275619,0.6549469964664311,0.7,0.2509187279151944,0.82,0.62,0.7,0.64,0.7,"[[1203  272]
 [ 749  606]]"
mistral,7B,visual,0.125,toxic,Yes,507,0.17915194346289753,0,0.0,0.6586219081272084,0.8,0.21547703180212016,0.0,0.0,0.0,0.82,0.74,"[[2323  507]
 [   0    0]]"
mistral,7B,visual,0.125,toxic,No,2323,0.8208480565371025,2830,1.0,0.6586219081272084,0.8,0.21547703180212016,0.82,1.0,0.9,0.82,0.74,"[[2323  507]
 [   0    0]]"
mistral,7B,visual,0.25,hateful,Yes,553,0.19540636042402826,329,0.11625441696113074,0.5357243816254417,0.6,0.2373851590106007,0.47,0.28,0.35,0.8,0.72,"[[2104  397]
 [ 173  156]]"
mistral,7B,visual,0.25,hateful,No,2277,0.8045936395759717,2501,0.8837455830388693,0.5357243816254417,0.6,0.2373851590106007,0.84,0.92,0.88,0.8,0.72,"[[2104  397]
 [ 173  156]]"
mistral,7B,visual,0.25,offensive,Yes,878,0.3102473498233215,1567,0.5537102473498233,0.7030388692579507,0.8,0.2943462897526502,0.41,0.73,0.52,0.59,0.66,"[[1023  240]
 [ 929  638]]"
mistral,7B,visual,0.25,offensive,No,1952,0.6897526501766784,1263,0.4462897526501767,0.7030388692579507,0.8,0.2943462897526502,0.81,0.52,0.64,0.59,0.66,"[[1023  240]
 [ 929  638]]"
mistral,7B,visual,0.25,toxic,Yes,507,0.17915194346289753,1,0.00035335689045936394,0.7169964664310954,0.8,0.2631802120141343,1.0,0.0,0.0,0.82,0.7,"[[2323  506]
 [   0    1]]"
mistral,7B,visual,0.25,toxic,No,2323,0.8208480565371025,2829,0.9996466431095407,0.7169964664310954,0.8,0.2631802120141343,0.82,1.0,0.9,0.82,0.7,"[[2323  506]
 [   0    1]]"
mistral,7B,visual,0.5,hateful,Yes,553,0.19540636042402826,378,0.13356890459363957,0.5766077738515901,0.6,0.27996466431095407,0.43,0.3,0.35,0.79,0.68,"[[2063  389]
 [ 214  164]]"
mistral,7B,visual,0.5,hateful,No,2277,0.8045936395759717,2452,0.8664310954063604,0.5766077738515901,0.6,0.27996466431095407,0.84,0.91,0.87,0.79,0.68,"[[2063  389]
 [ 214  164]]"
mistral,7B,visual,0.5,offensive,Yes,878,0.3102473498233215,1851,0.6540636042402826,0.7384452296819789,0.8,0.32720848056537105,0.37,0.77,0.5,0.51,0.61,"[[ 779  200]
 [1173  678]]"
mistral,7B,visual,0.5,offensive,No,1952,0.6897526501766784,979,0.3459363957597173,0.7384452296819789,0.8,0.32720848056537105,0.8,0.4,0.53,0.51,0.61,"[[ 779  200]
 [1173  678]]"
mistral,7B,visual,0.5,toxic,Yes,507,0.17915194346289753,2,0.0007067137809187279,0.7608833922261484,0.8,0.30049469964664316,1.0,0.0,0.01,0.82,0.66,"[[2323  505]
 [   0    2]]"
mistral,7B,visual,0.5,toxic,No,2323,0.8208480565371025,2828,0.9992932862190813,0.7608833922261484,0.8,0.30049469964664316,0.82,1.0,0.9,0.82,0.66,"[[2323  505]
 [   0    2]]"
mistral,7B-shielded,visual,0.5,hateful,Yes,553,0.19679715302491102,148,0.052669039145907474,0.4187544483985765,0.4,0.1419217081850534,0.59,0.16,0.25,0.81,0.77,"[[2197  465]
 [  60   88]]"
mistral,7B-shielded,visual,0.5,hateful,No,2257,0.8032028469750889,2662,0.9473309608540925,0.4187544483985765,0.4,0.1419217081850534,0.83,0.97,0.89,0.81,0.77,"[[2197  465]
 [  60   88]]"
mistral,7B-shielded,visual,0.5,offensive,Yes,878,0.3124555160142349,839,0.29857651245551603,0.5072953736654804,0.6,0.13523131672597866,0.56,0.53,0.54,0.72,0.77,"[[1560  411]
 [ 372  467]]"
mistral,7B-shielded,visual,0.5,offensive,No,1932,0.6875444839857652,1971,0.701423487544484,0.5072953736654804,0.6,0.13523131672597866,0.79,0.81,0.8,0.72,0.77,"[[1560  411]
 [ 372  467]]"
mistral,7B-shielded,visual,0.5,toxic,Yes,507,0.1804270462633452,2,0.0007117437722419929,0.5611387900355872,0.7,0.12875444839857653,1.0,0.0,0.01,0.82,0.77,"[[2303  505]
 [   0    2]]"
mistral,7B-shielded,visual,0.5,toxic,No,2303,0.8195729537366548,2808,0.999288256227758,0.5611387900355872,0.7,0.12875444839857653,0.82,1.0,0.9,0.82,0.77,"[[2303  505]
 [   0    2]]"
